temperture5am,temperture6am,temperture7am,temperture8am,windSpeed5am,windSpeed6am,windSpeed7am,windSpeed8am,humidity5am,humidity6am,humidity7am,humidity8am,gradeWithSec,sector1,sector2,gender_age_interaction_女_17~19歲,gender_age_interaction_女_20~29歲,gender_age_interaction_女_30~39歲,gender_age_interaction_女_40~49歲,gender_age_interaction_女_50~59歲,gender_age_interaction_女_60歲以上,gender_age_interaction_男_17~19歲,gender_age_interaction_男_20~29歲,gender_age_interaction_男_30~39歲,gender_age_interaction_男_40~49歲,gender_age_interaction_男_50~59歲,gender_age_interaction_男_60~69歲,gender_age_interaction_男_70歲以上,sector1_2_total,sector2_pace_change
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8726,408,411,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,819,3
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8573,422,416,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,838,-6
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8536,378,386,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,764,8
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8548,435,423,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,858,-12
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8598,393,390,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,783,-3
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8653,399,399,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,798,0
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8744,372,404,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,776,32
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8720,349,372,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,721,23
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8645,393,423,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,816,30
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8667,426,411,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,837,-15
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8667,408,410,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,818,2
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8578,390,393,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,783,3
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8716,394,401,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,795,7
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8702,408,413,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,821,5
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8814,388,402,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,790,14
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8652,391,396,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,787,5
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8651,440,418,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,858,-22
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8736,383,395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,778,12
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8683,387,394,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,781,7
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8785,345,425,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,770,80
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8668,410,416,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,826,6
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8421,402,398,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,800,-4
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8658,355,412,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,767,57
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8472,407,405,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,812,-2
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8858,391,406,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,797,15
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8666,363,399,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,762,36
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8603,407,410,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,817,3
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8755,379,400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,779,21
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8678,378,384,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,762,6
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8758,403,409,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,812,6
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8759,386,405,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,791,19
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8724,396,393,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,789,-3
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8564,445,436,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,881,-9
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8473,431,423,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,854,-8
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8585,407,404,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,811,-3
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8257,419,408,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,827,-11
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8515,410,386,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,796,-24
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8786,361,368,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,729,7
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8594,403,394,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,797,-9
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8675,394,475,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,869,81
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8509,384,372,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,756,-12
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8939,381,394,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,775,13
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8940,382,394,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,776,12
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8659,436,436,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,872,0
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8925,370,383,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,753,13
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8927,375,394,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,769,19
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8743,383,405,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,788,22
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8915,375,379,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,754,4
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8721,440,414,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,854,-26
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8821,354,378,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,732,24
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8728,417,422,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,839,5
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8950,389,397,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,786,8
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8729,405,412,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,817,7
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8563,427,418,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,845,-9
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8867,365,378,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,743,13
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8994,360,392,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,752,32
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8587,388,386,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,774,-2
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8622,410,405,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,815,-5
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8750,405,393,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,798,-12
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8939,350,366,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,716,16
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8807,399,401,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,800,2
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8979,329,365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,694,36
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8703,432,441,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,873,9
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8649,444,427,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,871,-17
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8780,395,393,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,788,-2
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8858,385,375,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,760,-10
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8639,408,391,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,799,-17
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8593,379,382,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,761,3
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8940,418,404,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,822,-14
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8840,418,414,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,832,-4
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8807,413,403,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,816,-10
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8771,415,407,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,822,-8
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8718,433,423,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,856,-10
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8732,412,410,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,822,-2
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8793,412,413,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,825,1
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8951,398,409,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,807,11
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8821,424,427,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,851,3
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8691,416,403,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,819,-13
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,9050,395,404,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,799,9
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8760,430,417,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,847,-13
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8948,378,396,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,774,18
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8758,400,406,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,806,6
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8783,444,426,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,870,-18
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,9057,395,411,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,806,16
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,9059,382,400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,782,18
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8820,377,381,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,758,4
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8936,429,443,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,872,14
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,9066,457,423,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,880,-34
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8869,415,394,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,809,-21
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,9024,411,418,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,829,7
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8804,420,407,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,827,-13
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8703,460,467,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,927,7
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,9019,402,406,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,808,4
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,9041,363,353,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,716,-10
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8841,405,410,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,815,5
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8997,432,419,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,851,-13
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8790,396,406,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,802,10
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8790,396,406,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,802,10
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8826,420,407,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,827,-13
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,9037,409,414,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,823,5
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8997,382,389,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,771,7
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,9042,411,414,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,825,3
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8779,426,419,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,845,-7
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8940,415,410,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,825,-5
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8733,388,387,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,775,-1
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,9028,429,418,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,847,-11
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,9145,382,419,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,801,37
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8967,417,421,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,838,4
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8965,412,408,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,820,-4
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8944,394,391,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,785,-3
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,9130,385,396,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,781,11
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,9060,393,402,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,795,9
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8955,401,410,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,811,9
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8796,407,402,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,809,-5
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8959,377,385,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,762,8
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,9051,422,456,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,878,34
14.6,14.4,14.1,15.3,3.1,2.5,3.3,2.7,77,80,74,66,8840,414,403,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,817,-11
